level,time_ms,rollout_mode,heuristic_mode,selection_mode,loss_heuristic,ucb_const,num_games,num_wins,win_rate,lower_bound,upper_bound
9,100,parallel avg,no heuristic,full expand,no heuristic,0.004,486,146,0.3004115226337449,0.26,0.34
9,100,parallel avg,no heuristic,full expand,total plant cost,0.004,485,144,0.29690721649484536,0.26,0.34
9,100,parallel avg,no heuristic,square ratio,no heuristic,0.004,486,265,0.5452674897119342,0.5,0.59
9,100,parallel avg,no heuristic,square ratio,total plant cost,0.004,485,232,0.47835051546391755,0.43,0.52
9,100,parallel avg,select heuristic,full expand,no heuristic,0.004,485,138,0.2845360824742268,0.25,0.33
9,100,parallel avg,select heuristic,full expand,total plant cost,0.004,485,128,0.2639175257731959,0.23,0.3
9,100,parallel avg,select heuristic,square ratio,no heuristic,0.004,485,290,0.5979381443298969,0.55,0.64
9,100,parallel avg,select heuristic,square ratio,total plant cost,0.004,484,292,0.6033057851239669,0.56,0.65
9,200,parallel avg,no heuristic,full expand,no heuristic,0.004,486,261,0.5370370370370371,0.49,0.58
9,200,parallel avg,no heuristic,full expand,total plant cost,0.004,485,255,0.5257731958762887,0.48,0.57
9,200,parallel avg,no heuristic,square ratio,no heuristic,0.004,486,392,0.8065843621399177,0.77,0.84
9,200,parallel avg,no heuristic,square ratio,total plant cost,0.004,485,392,0.8082474226804124,0.77,0.84
9,200,parallel avg,select heuristic,full expand,no heuristic,0.004,485,300,0.6185567010309279,0.57,0.66
9,200,parallel avg,select heuristic,full expand,total plant cost,0.004,485,273,0.5628865979381443,0.52,0.61
9,200,parallel avg,select heuristic,square ratio,no heuristic,0.004,485,396,0.8164948453608247,0.78,0.85
9,200,parallel avg,select heuristic,square ratio,total plant cost,0.004,484,381,0.7871900826446281,0.75,0.82
9,300,parallel avg,no heuristic,full expand,no heuristic,0.004,486,404,0.831275720164609,0.8,0.86
9,300,parallel avg,no heuristic,full expand,total plant cost,0.004,485,420,0.865979381443299,0.83,0.89
9,300,parallel avg,no heuristic,square ratio,no heuristic,0.004,486,426,0.8765432098765432,0.84,0.9
9,300,parallel avg,no heuristic,square ratio,total plant cost,0.004,485,424,0.8742268041237113,0.84,0.9
9,300,parallel avg,select heuristic,full expand,no heuristic,0.004,485,407,0.8391752577319588,0.8,0.87
9,300,parallel avg,select heuristic,full expand,total plant cost,0.004,485,405,0.8350515463917526,0.8,0.87
9,300,parallel avg,select heuristic,square ratio,no heuristic,0.004,485,411,0.8474226804123711,0.81,0.88
9,300,parallel avg,select heuristic,square ratio,total plant cost,0.004,484,420,0.8677685950413223,0.83,0.9
9,400,parallel avg,no heuristic,full expand,no heuristic,0.004,486,446,0.9176954732510288,0.89,0.94
9,400,parallel avg,no heuristic,full expand,total plant cost,0.004,485,440,0.9072164948453608,0.88,0.93
9,400,parallel avg,no heuristic,square ratio,no heuristic,0.004,486,440,0.9053497942386831,0.88,0.93
9,400,parallel avg,no heuristic,square ratio,total plant cost,0.004,485,436,0.8989690721649485,0.87,0.92
9,400,parallel avg,select heuristic,full expand,no heuristic,0.004,485,438,0.9030927835051547,0.87,0.93
9,400,parallel avg,select heuristic,full expand,total plant cost,0.004,485,431,0.8886597938144329,0.86,0.91
9,400,parallel avg,select heuristic,square ratio,no heuristic,0.004,485,446,0.9195876288659793,0.89,0.94
9,400,parallel avg,select heuristic,square ratio,total plant cost,0.004,484,434,0.8966942148760331,0.87,0.92
9,500,normal,no heuristic,full expand,total plant cost,0.004,487,480,0.9856262833675564,0.97,0.99
9,500,normal,no heuristic,square ratio,no heuristic,0.004,487,476,0.9774127310061602,0.96,0.99
9,500,normal,no heuristic,square ratio,total plant cost,0.004,487,474,0.973305954825462,0.95,0.98
9,500,normal,select heuristic,full expand,no heuristic,0.004,487,471,0.9671457905544147,0.95,0.98
9,500,normal,select heuristic,full expand,total plant cost,0.004,487,477,0.9794661190965093,0.96,0.99
9,500,normal,select heuristic,square ratio,no heuristic,0.004,487,473,0.971252566735113,0.95,0.98
9,500,normal,select heuristic,square ratio,total plant cost,0.004,487,477,0.9794661190965093,0.96,0.99
9,500,parallel avg,no heuristic,full expand,no heuristic,0.004,486,453,0.9320987654320988,0.91,0.95
9,500,parallel avg,no heuristic,full expand,total plant cost,0.004,485,457,0.9422680412371134,0.92,0.96
9,500,parallel avg,no heuristic,square ratio,no heuristic,0.004,486,453,0.9320987654320988,0.91,0.95
9,500,parallel avg,no heuristic,square ratio,total plant cost,0.004,485,454,0.9360824742268041,0.91,0.95
9,500,parallel avg,select heuristic,full expand,no heuristic,0.004,485,460,0.9484536082474226,0.93,0.96
9,500,parallel avg,select heuristic,full expand,total plant cost,0.004,485,452,0.931958762886598,0.91,0.95
9,500,parallel avg,select heuristic,square ratio,no heuristic,0.004,485,456,0.9402061855670103,0.92,0.96
9,500,parallel avg,select heuristic,square ratio,total plant cost,0.004,484,457,0.9442148760330579,0.92,0.96
9,500,parallel max,no heuristic,full expand,total plant cost,0.004,487,458,0.9404517453798767,0.92,0.96
9,500,parallel max,no heuristic,square ratio,no heuristic,0.004,487,444,0.9117043121149897,0.88,0.93
9,500,parallel max,no heuristic,square ratio,total plant cost,0.004,487,453,0.9301848049281314,0.9,0.95
9,500,parallel max,select heuristic,full expand,no heuristic,0.004,487,451,0.9260780287474333,0.9,0.95
9,500,parallel max,select heuristic,full expand,total plant cost,0.004,487,442,0.9075975359342916,0.88,0.93
9,500,parallel max,select heuristic,square ratio,no heuristic,0.004,487,449,0.9219712525667351,0.89,0.94
9,500,parallel max,select heuristic,square ratio,total plant cost,0.004,486,439,0.9032921810699589,0.87,0.93
9,500,parallel trees,no heuristic,full expand,total plant cost,0.004,484,484,1.0,0.99,1.0
9,500,parallel trees,no heuristic,square ratio,no heuristic,0.004,484,482,0.9958677685950413,0.99,1.0
9,500,parallel trees,no heuristic,square ratio,total plant cost,0.004,484,483,0.9979338842975206,0.99,1.0
9,500,parallel trees,select heuristic,full expand,no heuristic,0.004,484,482,0.9958677685950413,0.99,1.0
9,500,parallel trees,select heuristic,full expand,total plant cost,0.004,484,483,0.9979338842975206,0.99,1.0
9,500,parallel trees,select heuristic,square ratio,no heuristic,0.004,484,483,0.9979338842975206,0.99,1.0
9,500,parallel trees,select heuristic,square ratio,total plant cost,0.004,483,481,0.9958592132505176,0.99,1.0
9,600,normal,no heuristic,full expand,total plant cost,0.004,487,481,0.9876796714579056,0.97,0.99
9,600,normal,no heuristic,square ratio,no heuristic,0.004,487,482,0.9897330595482546,0.98,1.0
9,600,normal,no heuristic,square ratio,total plant cost,0.004,487,478,0.9815195071868583,0.97,0.99
9,600,normal,select heuristic,full expand,no heuristic,0.004,487,483,0.9917864476386037,0.98,1.0
9,600,normal,select heuristic,full expand,total plant cost,0.004,487,480,0.9856262833675564,0.97,0.99
9,600,normal,select heuristic,square ratio,no heuristic,0.004,487,476,0.9774127310061602,0.96,0.99
9,600,normal,select heuristic,square ratio,total plant cost,0.004,487,481,0.9876796714579056,0.97,0.99
9,600,parallel avg,no heuristic,full expand,no heuristic,0.004,486,470,0.9670781893004116,0.95,0.98
9,600,parallel avg,no heuristic,full expand,total plant cost,0.004,485,468,0.9649484536082474,0.94,0.98
9,600,parallel avg,no heuristic,square ratio,no heuristic,0.004,486,463,0.9526748971193416,0.93,0.97
9,600,parallel avg,no heuristic,square ratio,total plant cost,0.004,485,466,0.9608247422680413,0.94,0.97
9,600,parallel avg,select heuristic,full expand,no heuristic,0.004,485,460,0.9484536082474226,0.93,0.96
9,600,parallel avg,select heuristic,full expand,total plant cost,0.004,485,473,0.9752577319587629,0.96,0.99
9,600,parallel avg,select heuristic,square ratio,no heuristic,0.004,485,464,0.9567010309278351,0.93,0.97
9,600,parallel avg,select heuristic,square ratio,total plant cost,0.004,484,459,0.9483471074380165,0.92,0.96
9,600,parallel max,no heuristic,full expand,total plant cost,0.004,487,460,0.944558521560575,0.92,0.96
9,600,parallel max,no heuristic,square ratio,no heuristic,0.004,487,457,0.9383983572895277,0.91,0.96
9,600,parallel max,no heuristic,square ratio,total plant cost,0.004,487,459,0.9425051334702259,0.92,0.96
9,600,parallel max,select heuristic,full expand,no heuristic,0.004,487,452,0.9281314168377823,0.9,0.95
9,600,parallel max,select heuristic,full expand,total plant cost,0.004,487,453,0.9301848049281314,0.9,0.95
9,600,parallel max,select heuristic,square ratio,no heuristic,0.004,487,464,0.9527720739219713,0.93,0.97
9,600,parallel max,select heuristic,square ratio,total plant cost,0.004,486,444,0.9135802469135802,0.89,0.94
9,600,parallel trees,no heuristic,full expand,total plant cost,0.004,484,484,1.0,0.99,1.0
9,600,parallel trees,no heuristic,square ratio,no heuristic,0.004,484,483,0.9979338842975206,0.99,1.0
9,600,parallel trees,no heuristic,square ratio,total plant cost,0.004,484,481,0.993801652892562,0.98,1.0
9,600,parallel trees,select heuristic,full expand,no heuristic,0.004,484,483,0.9979338842975206,0.99,1.0
9,600,parallel trees,select heuristic,full expand,total plant cost,0.004,484,484,1.0,0.99,1.0
9,600,parallel trees,select heuristic,square ratio,no heuristic,0.004,484,484,1.0,0.99,1.0
9,600,parallel trees,select heuristic,square ratio,total plant cost,0.004,483,483,1.0,0.99,1.0
9,700,normal,no heuristic,full expand,total plant cost,0.004,487,481,0.9876796714579056,0.97,0.99
9,700,normal,no heuristic,square ratio,no heuristic,0.004,487,480,0.9856262833675564,0.97,0.99
9,700,normal,no heuristic,square ratio,total plant cost,0.004,487,483,0.9917864476386037,0.98,1.0
9,700,normal,select heuristic,full expand,no heuristic,0.004,487,477,0.9794661190965093,0.96,0.99
9,700,normal,select heuristic,full expand,total plant cost,0.004,487,483,0.9917864476386037,0.98,1.0
9,700,normal,select heuristic,square ratio,no heuristic,0.004,487,483,0.9917864476386037,0.98,1.0
9,700,normal,select heuristic,square ratio,total plant cost,0.004,487,483,0.9917864476386037,0.98,1.0
9,700,parallel avg,no heuristic,full expand,no heuristic,0.004,486,477,0.9814814814814815,0.97,0.99
9,700,parallel avg,no heuristic,full expand,total plant cost,0.004,485,477,0.9835051546391752,0.97,0.99
9,700,parallel avg,no heuristic,square ratio,no heuristic,0.004,485,473,0.9752577319587629,0.96,0.99
9,700,parallel avg,no heuristic,square ratio,total plant cost,0.004,485,480,0.9896907216494846,0.98,1.0
9,700,parallel avg,select heuristic,full expand,no heuristic,0.004,485,471,0.9711340206185567,0.95,0.98
9,700,parallel avg,select heuristic,full expand,total plant cost,0.004,485,468,0.9649484536082474,0.94,0.98
9,700,parallel avg,select heuristic,square ratio,no heuristic,0.004,485,470,0.9690721649484536,0.95,0.98
9,700,parallel avg,select heuristic,square ratio,total plant cost,0.004,484,470,0.9710743801652892,0.95,0.98
9,700,parallel max,no heuristic,full expand,total plant cost,0.004,487,466,0.9568788501026694,0.93,0.97
9,700,parallel max,no heuristic,square ratio,no heuristic,0.004,487,471,0.9671457905544147,0.95,0.98
9,700,parallel max,no heuristic,square ratio,total plant cost,0.004,487,466,0.9568788501026694,0.93,0.97
9,700,parallel max,select heuristic,full expand,no heuristic,0.004,487,459,0.9425051334702259,0.92,0.96
9,700,parallel max,select heuristic,full expand,total plant cost,0.004,487,459,0.9425051334702259,0.92,0.96
9,700,parallel max,select heuristic,square ratio,no heuristic,0.004,486,465,0.9567901234567902,0.93,0.97
9,700,parallel max,select heuristic,square ratio,total plant cost,0.004,486,461,0.948559670781893,0.93,0.96
9,700,parallel trees,no heuristic,full expand,total plant cost,0.004,484,484,1.0,0.99,1.0
9,700,parallel trees,no heuristic,square ratio,no heuristic,0.004,484,483,0.9979338842975206,0.99,1.0
9,700,parallel trees,no heuristic,square ratio,total plant cost,0.004,484,484,1.0,0.99,1.0
9,700,parallel trees,select heuristic,full expand,no heuristic,0.004,484,483,0.9979338842975206,0.99,1.0
9,700,parallel trees,select heuristic,full expand,total plant cost,0.004,484,484,1.0,0.99,1.0
9,700,parallel trees,select heuristic,square ratio,no heuristic,0.004,484,483,0.9979338842975206,0.99,1.0
9,700,parallel trees,select heuristic,square ratio,total plant cost,0.004,483,482,0.9979296066252588,0.99,1.0
9,800,parallel avg,no heuristic,full expand,no heuristic,0.004,485,475,0.979381443298969,0.96,0.99
9,800,parallel avg,no heuristic,full expand,total plant cost,0.004,486,480,0.9876543209876543,0.97,0.99
9,800,parallel avg,no heuristic,square ratio,no heuristic,0.004,485,477,0.9835051546391752,0.97,0.99
9,800,parallel avg,no heuristic,square ratio,total plant cost,0.004,485,477,0.9835051546391752,0.97,0.99
9,800,parallel avg,select heuristic,full expand,no heuristic,0.004,485,482,0.9938144329896907,0.98,1.0
9,800,parallel avg,select heuristic,full expand,total plant cost,0.004,485,476,0.9814432989690721,0.97,0.99
9,800,parallel avg,select heuristic,square ratio,no heuristic,0.004,485,473,0.9752577319587629,0.96,0.99
9,800,parallel avg,select heuristic,square ratio,total plant cost,0.004,484,474,0.9793388429752066,0.96,0.99
9,1600,parallel avg,no heuristic,full expand,no heuristic,0.004,485,484,0.9979381443298969,0.99,1.0
9,1600,parallel avg,no heuristic,full expand,total plant cost,0.004,486,485,0.9979423868312757,0.99,1.0
9,1600,parallel avg,no heuristic,square ratio,no heuristic,0.004,485,485,1.0,0.99,1.0
9,1600,parallel avg,no heuristic,square ratio,total plant cost,0.004,485,485,1.0,0.99,1.0
9,1600,parallel avg,select heuristic,full expand,no heuristic,0.004,485,485,1.0,0.99,1.0
9,1600,parallel avg,select heuristic,full expand,total plant cost,0.004,485,485,1.0,0.99,1.0
9,1600,parallel avg,select heuristic,square ratio,no heuristic,0.004,484,483,0.9979338842975206,0.99,1.0
9,1600,parallel avg,select heuristic,square ratio,total plant cost,0.004,484,483,0.9979338842975206,0.99,1.0
2,100,normal,no heuristic,full expand,no heuristic,0.004,1128,1128,1.0,1.0,1.0
2,200,normal,no heuristic,full expand,no heuristic,0.004,1128,1128,1.0,1.0,1.0
2,300,normal,no heuristic,full expand,no heuristic,0.004,1128,1128,1.0,1.0,1.0
2,400,normal,no heuristic,full expand,no heuristic,0.004,1128,1128,1.0,1.0,1.0
2,800,normal,no heuristic,full expand,no heuristic,0.004,1128,1128,1.0,1.0,1.0
2,1600,normal,no heuristic,full expand,no heuristic,0.004,1127,1127,1.0,1.0,1.0
3,100,normal,no heuristic,full expand,no heuristic,0.004,874,873,0.9988558352402745,0.99,1.0
3,200,normal,no heuristic,full expand,no heuristic,0.004,874,871,0.9965675057208238,0.99,1.0
3,300,normal,no heuristic,full expand,no heuristic,0.004,874,872,0.9977116704805492,0.99,1.0
3,400,normal,no heuristic,full expand,no heuristic,0.004,873,871,0.997709049255441,0.99,1.0
3,800,normal,no heuristic,full expand,no heuristic,0.004,873,872,0.9988545246277205,0.99,1.0
3,1600,normal,no heuristic,full expand,no heuristic,0.004,873,871,0.997709049255441,0.99,1.0
6,100,normal,no heuristic,full expand,no heuristic,0.004,422,412,0.976303317535545,0.96,0.99
6,200,normal,no heuristic,full expand,no heuristic,0.004,422,417,0.9881516587677726,0.97,0.99
6,300,normal,no heuristic,full expand,no heuristic,0.004,422,422,1.0,0.99,1.0
6,400,normal,no heuristic,full expand,no heuristic,0.004,422,422,1.0,0.99,1.0
6,800,normal,no heuristic,full expand,no heuristic,0.004,422,422,1.0,0.99,1.0
6,1600,normal,no heuristic,full expand,no heuristic,0.004,421,420,0.997624703087886,0.99,1.0
7,100,normal,no heuristic,full expand,no heuristic,0.004,977,305,0.31218014329580346,0.28,0.34
7,200,normal,no heuristic,full expand,no heuristic,0.004,977,842,0.8618219037871033,0.84,0.88
7,300,normal,no heuristic,full expand,no heuristic,0.004,977,919,0.9406345957011258,0.92,0.95
7,400,normal,no heuristic,full expand,no heuristic,0.004,977,957,0.9795291709314228,0.97,0.99
7,800,normal,no heuristic,full expand,no heuristic,0.004,975,969,0.9938461538461538,0.99,1.0
7,1600,normal,no heuristic,full expand,no heuristic,0.004,975,973,0.997948717948718,0.99,1.0
8,100,normal,no heuristic,full expand,no heuristic,0.004,1083,1034,0.9547553093259464,0.94,0.97
8,200,normal,no heuristic,full expand,no heuristic,0.004,1083,1075,0.9926131117266851,0.99,1.0
8,300,normal,no heuristic,full expand,no heuristic,0.004,1083,1079,0.9963065558633426,0.99,1.0
8,400,normal,no heuristic,full expand,no heuristic,0.004,1083,1078,0.9953831948291783,0.99,1.0
8,800,normal,no heuristic,full expand,no heuristic,0.004,1083,1081,0.9981532779316713,0.99,1.0
8,1600,normal,no heuristic,full expand,no heuristic,0.004,1082,1081,0.9990757855822551,0.99,1.0
9,100,normal,no heuristic,full expand,no heuristic,1e-05,271,64,0.23616236162361623,0.19,0.29
9,100,normal,no heuristic,full expand,no heuristic,5e-05,271,54,0.1992619926199262,0.16,0.25
9,100,normal,no heuristic,full expand,no heuristic,0.0001,271,53,0.19557195571955718,0.15,0.25
9,100,normal,no heuristic,full expand,no heuristic,0.0005,271,56,0.2066420664206642,0.16,0.26
9,100,normal,no heuristic,full expand,no heuristic,0.001,1001,133,0.13286713286713286,0.11,0.16
9,100,normal,no heuristic,full expand,no heuristic,0.004,733,78,0.10641200545702592,0.09,0.13
9,100,normal,no heuristic,full expand,no heuristic,0.016,733,97,0.13233287858117326,0.11,0.16
9,100,normal,no heuristic,full expand,no heuristic,0.064,529,74,0.13988657844990549,0.11,0.17
9,100,normal,no heuristic,full expand,no heuristic,0.256,529,46,0.08695652173913043,0.07,0.11
9,100,normal,no heuristic,full expand,no heuristic,1.024,529,45,0.08506616257088846,0.06,0.11
9,100,normal,no heuristic,full expand,total plant cost,0.001,228,30,0.13157894736842105,0.09,0.18
9,100,normal,no heuristic,full expand,total plant cost,0.004,231,46,0.19913419913419914,0.15,0.26
9,100,normal,no heuristic,full expand,total plant cost,0.016,231,38,0.1645021645021645,0.12,0.22
9,100,normal,no heuristic,square ratio,no heuristic,0.001,228,75,0.32894736842105265,0.27,0.39
9,100,normal,no heuristic,square ratio,no heuristic,0.004,231,87,0.37662337662337664,0.32,0.44
9,100,normal,no heuristic,square ratio,no heuristic,0.016,231,84,0.36363636363636365,0.3,0.43
9,100,normal,no heuristic,square ratio,total plant cost,0.001,228,86,0.37719298245614036,0.32,0.44
9,100,normal,no heuristic,square ratio,total plant cost,0.004,231,92,0.39826839826839827,0.34,0.46
9,100,normal,no heuristic,square ratio,total plant cost,0.016,231,89,0.3852813852813853,0.32,0.45
9,100,normal,select heuristic,full expand,no heuristic,0.001,228,54,0.23684210526315788,0.19,0.3
9,100,normal,select heuristic,full expand,no heuristic,0.004,231,45,0.19480519480519481,0.15,0.25
9,100,normal,select heuristic,full expand,no heuristic,0.016,231,47,0.20346320346320346,0.16,0.26
9,100,normal,select heuristic,full expand,total plant cost,0.001,228,53,0.2324561403508772,0.18,0.29
9,100,normal,select heuristic,full expand,total plant cost,0.004,231,58,0.2510822510822511,0.2,0.31
9,100,normal,select heuristic,full expand,total plant cost,0.016,231,60,0.2597402597402597,0.21,0.32
9,100,normal,select heuristic,square ratio,no heuristic,0.001,228,103,0.4517543859649123,0.39,0.52
9,100,normal,select heuristic,square ratio,no heuristic,0.004,231,109,0.47186147186147187,0.41,0.54
9,100,normal,select heuristic,square ratio,no heuristic,0.016,231,104,0.45021645021645024,0.39,0.51
9,100,normal,select heuristic,square ratio,total plant cost,0.001,228,103,0.4517543859649123,0.39,0.52
9,100,normal,select heuristic,square ratio,total plant cost,0.004,231,125,0.5411255411255411,0.48,0.6
9,100,normal,select heuristic,square ratio,total plant cost,0.016,231,124,0.5367965367965368,0.47,0.6
9,100,parallel max,no heuristic,full expand,no heuristic,0.001,733,77,0.10504774897680765,0.08,0.13
9,100,parallel max,no heuristic,full expand,no heuristic,0.004,733,73,0.09959072305593451,0.08,0.12
9,100,parallel max,no heuristic,full expand,no heuristic,0.016,733,62,0.08458390177353342,0.07,0.11
9,100,parallel max,no heuristic,full expand,no heuristic,0.064,529,50,0.0945179584120983,0.07,0.12
9,100,parallel max,no heuristic,full expand,no heuristic,0.256,529,52,0.09829867674858223,0.08,0.13
9,100,parallel max,no heuristic,full expand,no heuristic,1.024,529,37,0.06994328922495274,0.05,0.09
9,100,parallel max,no heuristic,full expand,total plant cost,0.001,231,25,0.10822510822510822,0.07,0.15
9,100,parallel max,no heuristic,full expand,total plant cost,0.004,231,21,0.09090909090909091,0.06,0.13
9,100,parallel max,no heuristic,full expand,total plant cost,0.016,231,13,0.05627705627705628,0.03,0.09
9,100,parallel max,no heuristic,square ratio,no heuristic,0.001,231,52,0.22510822510822512,0.18,0.28
9,100,parallel max,no heuristic,square ratio,no heuristic,0.004,231,63,0.2727272727272727,0.22,0.33
9,100,parallel max,no heuristic,square ratio,no heuristic,0.016,231,82,0.354978354978355,0.3,0.42
9,100,parallel max,no heuristic,square ratio,total plant cost,0.001,231,63,0.2727272727272727,0.22,0.33
9,100,parallel max,no heuristic,square ratio,total plant cost,0.004,231,64,0.27705627705627706,0.22,0.34
9,100,parallel max,no heuristic,square ratio,total plant cost,0.016,231,84,0.36363636363636365,0.3,0.43
9,100,parallel max,select heuristic,full expand,no heuristic,0.001,231,28,0.12121212121212122,0.09,0.17
9,100,parallel max,select heuristic,full expand,no heuristic,0.004,231,27,0.11688311688311688,0.08,0.16
9,100,parallel max,select heuristic,full expand,no heuristic,0.016,231,24,0.1038961038961039,0.07,0.15
9,100,parallel max,select heuristic,full expand,total plant cost,0.001,231,16,0.06926406926406926,0.04,0.11
9,100,parallel max,select heuristic,full expand,total plant cost,0.004,231,22,0.09523809523809523,0.06,0.14
9,100,parallel max,select heuristic,full expand,total plant cost,0.016,231,17,0.0735930735930736,0.05,0.11
9,100,parallel max,select heuristic,square ratio,no heuristic,0.001,231,116,0.5021645021645021,0.44,0.57
9,100,parallel max,select heuristic,square ratio,no heuristic,0.004,231,109,0.47186147186147187,0.41,0.54
9,100,parallel max,select heuristic,square ratio,no heuristic,0.016,231,107,0.46320346320346323,0.4,0.53
9,100,parallel max,select heuristic,square ratio,total plant cost,0.001,231,110,0.47619047619047616,0.41,0.54
9,100,parallel max,select heuristic,square ratio,total plant cost,0.004,231,115,0.49783549783549785,0.43,0.56
9,100,parallel max,select heuristic,square ratio,total plant cost,0.016,231,119,0.5151515151515151,0.45,0.58
9,100,parallel trees,no heuristic,full expand,no heuristic,1e-05,455,0,0.0,0.0,0.01
9,100,parallel trees,no heuristic,full expand,no heuristic,5e-05,455,1,0.002197802197802198,0.0,0.01
9,100,parallel trees,no heuristic,full expand,no heuristic,0.0001,455,0,0.0,0.0,0.01
9,100,parallel trees,no heuristic,full expand,no heuristic,0.0005,455,0,0.0,0.0,0.01
9,100,parallel trees,no heuristic,full expand,no heuristic,0.001,1188,5,0.004208754208754209,0.0,0.01
9,100,parallel trees,no heuristic,full expand,no heuristic,0.004,733,1,0.001364256480218281,0.0,0.01
9,100,parallel trees,no heuristic,full expand,no heuristic,0.016,733,1,0.001364256480218281,0.0,0.01
9,100,parallel trees,no heuristic,full expand,no heuristic,0.064,529,0,0.0,0.0,0.01
9,100,parallel trees,no heuristic,full expand,no heuristic,0.256,529,0,0.0,0.0,0.01
9,100,parallel trees,no heuristic,full expand,no heuristic,1.024,529,0,0.0,0.0,0.01
9,100,parallel trees,no heuristic,full expand,total plant cost,0.001,231,0,0.0,0.0,0.02
9,100,parallel trees,no heuristic,full expand,total plant cost,0.004,231,0,0.0,0.0,0.02
9,100,parallel trees,no heuristic,full expand,total plant cost,0.016,231,0,0.0,0.0,0.02
9,100,parallel trees,no heuristic,square ratio,no heuristic,0.001,231,71,0.30735930735930733,0.25,0.37
9,100,parallel trees,no heuristic,square ratio,no heuristic,0.004,231,91,0.3939393939393939,0.33,0.46
9,100,parallel trees,no heuristic,square ratio,no heuristic,0.016,231,98,0.42424242424242425,0.36,0.49
9,100,parallel trees,no heuristic,square ratio,total plant cost,0.001,231,85,0.36796536796536794,0.31,0.43
9,100,parallel trees,no heuristic,square ratio,total plant cost,0.004,231,71,0.30735930735930733,0.25,0.37
9,100,parallel trees,no heuristic,square ratio,total plant cost,0.016,231,93,0.4025974025974026,0.34,0.47
9,100,parallel trees,select heuristic,full expand,no heuristic,0.001,231,2,0.008658008658008658,0.0,0.03
9,100,parallel trees,select heuristic,full expand,no heuristic,0.004,231,1,0.004329004329004329,0.0,0.02
9,100,parallel trees,select heuristic,full expand,no heuristic,0.016,231,8,0.03463203463203463,0.02,0.07
9,100,parallel trees,select heuristic,full expand,total plant cost,0.001,231,2,0.008658008658008658,0.0,0.03
9,100,parallel trees,select heuristic,full expand,total plant cost,0.004,231,3,0.012987012987012988,0.0,0.04
9,100,parallel trees,select heuristic,full expand,total plant cost,0.016,231,2,0.008658008658008658,0.0,0.03
9,100,parallel trees,select heuristic,square ratio,no heuristic,0.001,231,101,0.43722943722943725,0.37,0.5
9,100,parallel trees,select heuristic,square ratio,no heuristic,0.004,231,99,0.42857142857142855,0.37,0.49
9,100,parallel trees,select heuristic,square ratio,no heuristic,0.016,231,113,0.48917748917748916,0.43,0.55
9,100,parallel trees,select heuristic,square ratio,total plant cost,0.001,231,98,0.42424242424242425,0.36,0.49
9,100,parallel trees,select heuristic,square ratio,total plant cost,0.004,231,110,0.47619047619047616,0.41,0.54
9,100,parallel trees,select heuristic,square ratio,total plant cost,0.016,231,142,0.6147186147186147,0.55,0.68
9,200,normal,no heuristic,full expand,no heuristic,1e-05,271,218,0.8044280442804428,0.75,0.85
9,200,normal,no heuristic,full expand,no heuristic,5e-05,271,213,0.7859778597785978,0.73,0.83
9,200,normal,no heuristic,full expand,no heuristic,0.0001,271,213,0.7859778597785978,0.73,0.83
9,200,normal,no heuristic,full expand,no heuristic,0.0005,902,694,0.7694013303769401,0.74,0.8
9,200,normal,no heuristic,full expand,no heuristic,0.001,1635,1197,0.7321100917431193,0.71,0.75
9,200,normal,no heuristic,full expand,no heuristic,0.0015,631,486,0.7702060221870047,0.74,0.8
9,200,normal,no heuristic,full expand,no heuristic,0.002,657,494,0.7519025875190258,0.72,0.78
9,200,normal,no heuristic,full expand,no heuristic,0.0025,630,460,0.7301587301587301,0.69,0.76
9,200,normal,no heuristic,full expand,no heuristic,0.003,630,479,0.7603174603174603,0.73,0.79
9,200,normal,no heuristic,full expand,no heuristic,0.0035,630,476,0.7555555555555555,0.72,0.79
9,200,normal,no heuristic,full expand,no heuristic,0.004,1363,1034,0.7586206896551724,0.74,0.78
9,200,normal,no heuristic,full expand,no heuristic,0.0045,630,451,0.7158730158730159,0.68,0.75
9,200,normal,no heuristic,full expand,no heuristic,0.005,630,475,0.753968253968254,0.72,0.79
9,200,normal,no heuristic,full expand,no heuristic,0.0055,630,483,0.7666666666666667,0.73,0.8
9,200,normal,no heuristic,full expand,no heuristic,0.006,630,499,0.792063492063492,0.76,0.82
9,200,normal,no heuristic,full expand,no heuristic,0.0065,630,446,0.707936507936508,0.67,0.74
9,200,normal,no heuristic,full expand,no heuristic,0.007,630,469,0.7444444444444445,0.71,0.78
9,200,normal,no heuristic,full expand,no heuristic,0.008,657,489,0.7442922374429224,0.71,0.78
9,200,normal,no heuristic,full expand,no heuristic,0.0085,630,484,0.7682539682539683,0.73,0.8
9,200,normal,no heuristic,full expand,no heuristic,0.009,630,485,0.7698412698412699,0.74,0.8
9,200,normal,no heuristic,full expand,no heuristic,0.0095,630,481,0.7634920634920634,0.73,0.8
9,200,normal,no heuristic,full expand,no heuristic,0.01,630,471,0.7476190476190476,0.71,0.78
9,200,normal,no heuristic,full expand,no heuristic,0.0105,630,471,0.7476190476190476,0.71,0.78
9,200,normal,no heuristic,full expand,no heuristic,0.011,630,480,0.7619047619047619,0.73,0.79
9,200,normal,no heuristic,full expand,no heuristic,0.0115,630,481,0.7634920634920634,0.73,0.8
9,200,normal,no heuristic,full expand,no heuristic,0.012,630,470,0.746031746031746,0.71,0.78
